ID_P,TURNED_PRO,WEIGHT,HEIGHT,BIRTHPLACE,RESIDENCE,PLAYS,COACH,SITE,PAGE,TWITTER,FACEBOOK,INSTAGRAM,LAST_REVISED
68925,,,,,,,,,"http://www.wtatennis.com/players/330065/vanessa-popa-teiusanu",,,,"01.01.2023"
68930,,,,,,,,,"http://www.wtatennis.com/players/330058/defne-cirpanli",,,,"01.01.2023"
68932,,,,,,,,,"http://www.wtatennis.com/players/330059/maria-sara-popa",,,,"01.01.2023"
68934,,,,,,,,,"http://www.wtatennis.com/players/330047/isabella-rivera-ortiz",,,,"01.01.2023"
68940,,,,,,,,,"http://www.wtatennis.com/players/330044/leann-serna",,,,"01.01.2023"
68941,,,,,,,,,"http://www.wtatennis.com/players/330049/valeria-carreno",,,,"01.01.2023"
68942,,,,,,,,,"http://www.wtatennis.com/players/330045/matea-roki",,,,"01.01.2023"
68944,,,,,,,,,"http://www.wtatennis.com/players/330053/katherine-hui",,,,"01.01.2023"
68946,,,,,,,,,"http://www.wtatennis.com/players/330066/louise-wikander",,,,"01.01.2023"
68952,,,,,,,,,"http://www.wtatennis.com/players/330052/emma-shelton",,,,"01.01.2023"
69062,,,,,,,,,"http://www.wtatennis.com/players/330089/sabina-zeynalova",,,,"01.01.2023"
69064,,,,,,,,,"http://www.wtatennis.com/players/330088/lara-pfeifer",,,,"01.01.2023"
69065,,,,,,,,,"http://www.wtatennis.com/players/330074/melisa-senli",,,,"01.01.2023"
69068,,,,,,,,,"http://www.wtatennis.com/players/330069/madison-schwarz",,,,"01.01.2023"
69074,,,,,,,,,"http://www.wtatennis.com/players/330079/laura-ruiz-ramirez",,,,"01.01.2023"
69076,,,,,,,,,"http://www.wtatennis.com/players/330080/carol-mora-camacho",,,,"01.01.2023"
69080,,,,,,,,,"http://www.wtatennis.com/players/330082/maraia-manrique",,,,"01.01.2023"
69231,,,,,,,,,"http://www.wtatennis.com/players/330075/melisa-ercan",,,,"01.01.2023"
69232,,,,,,,,,"http://www.wtatennis.com/players/330077/kelly-vargas-gonzalez",,,,"01.01.2023"
69237,,,,,,,,,"http://www.wtatennis.com/players/330109/fabrizia-cambria",,,,"01.01.2023"
69238,,,,,,,,,"http://www.wtatennis.com/players/330107/marika-jones",,,,"01.01.2023"
69241,,,,,,,,,"http://www.wtatennis.com/players/330103/liisa-varul",,,,"01.01.2023"
69243,,,,,,,,,"http://www.wtatennis.com/players/330101/marija-semenistaja",,,,"01.01.2023"
69246,,,,,,,,,"http://www.wtatennis.com/players/330102/julia-avdeeva",,,,"01.01.2023"
69248,,,,,,,,,"http://www.wtatennis.com/players/330099/mariajose-hernandez-coronado",,,,"01.01.2023"
69249,,,,,,,,,"http://www.wtatennis.com/players/316095/barbara-montiel",,,,"01.01.2023"
69367,,,,,,,,,"http://www.wtatennis.com/players/330096/jordina-cegarra-ramirez",,,,"01.01.2023"
69368,,,,,,,,,"http://www.wtatennis.com/players/330098/leyden-games",,,,"01.01.2023"
69370,,,,,,,,,"http://www.wtatennis.com/players/330113/ananyaa-bhargava",,,,"01.01.2023"
69373,,,,,,,,,"http://www.wtatennis.com/players/330123/viktoria-kurz",,,,"01.01.2023"
69374,,,,,,,,,"http://www.wtatennis.com/players/330121/eleni-fasoula",,,,"01.01.2023"
69375,,,,,,,,,"http://www.wtatennis.com/players/330120/sofia-matiushova",,,,"01.01.2023"
69377,,,,,,,,,"http://www.wtatennis.com/players/330119/eda-numanoglu",,,,"01.01.2023"
69379,,,,,,,,,"http://www.wtatennis.com/players/330118/anna-chekanskaya",,,,"01.01.2023"
69395,,,,,,,,,"http://www.wtatennis.com/players/330116/daria-khomutsianskaya",,,,"01.01.2023"
69529,,,,,,,,,"http://www.wtatennis.com/players/330135/alina-mukhortova",,,,"01.01.2023"
69534,,,,,,,,,"http://www.wtatennis.com/players/330128/sarah-hamner",,,,"01.01.2023"
69536,,,,,,,,,"http://www.wtatennis.com/players/330132/brooke-thompson",,,,"01.01.2023"
69537,,,,,,,,,"http://www.wtatennis.com/players/330133/patience-monroe",,,,"01.01.2023"
69538,,,,,,,,,"http://www.wtatennis.com/players/330131/maya-pitts",,,,"01.01.2023"
69638,,,,,,,,,"http://www.wtatennis.com/players/330092/kirsten-prelle",,,,"01.01.2023"
69639,,,,,,,,,"http://www.wtatennis.com/players/330134/maria-kallistrou",,,,"01.01.2023"
69640,,,,,,,,,"http://www.wtatennis.com/players/330140/giulia-martinelli",,,,"01.01.2023"
69646,,,,,,,,,"http://www.wtatennis.com/players/330152/vera-deepoem",,,,"01.01.2023"
69649,,,,,,,,,"http://www.wtatennis.com/players/330142/senem-ocal",,,,"01.01.2023"
69650,,,,,,,,,"http://www.wtatennis.com/players/330148/kristyna-tomajkova",,,,"01.01.2023"
69651,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330147/lucie-havlickova",,,,"01.01.2023"
69652,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330151/erika-andreeva",,,,"01.01.2023"
69737,,,,,,,,,"http://www.wtatennis.com/players/330149/dominika-salkova",,,,"01.01.2023"
69739,,,,,,,,,"http://www.wtatennis.com/players/330154/pooja-ingale",,,,"01.01.2023"
69743,,,,,,,,,"http://www.wtatennis.com/players/330160/emma-belluomini",,,,"01.01.2023"
69744,,,,,,,,,"http://www.wtatennis.com/players/330168/maria-georgiadou",,,,"01.01.2023"
69748,,,,,,,,,"http://www.wtatennis.com/players/330158/billur-gonlusen",,,,"01.01.2023"
69749,,,,,,,,,"http://www.wtatennis.com/players/330165/misha-berry",,,,"01.01.2023"
69750,,,,,,,,,"http://www.wtatennis.com/players/330163/martyna-ostrzygalo",,,,"01.01.2023"
69752,,,,,,,,,"http://www.wtatennis.com/players/330164/maria-krite-castellanos",,,,"01.01.2023"
69756,,,,,,,,,"http://www.wtatennis.com/players/330173/lenka-munzarova",,,,"01.01.2023"
69757,,,,,,,,,"http://www.wtatennis.com/players/330167/chara-meidani",,,,"01.01.2023"
69758,,,,,,,,,"http://www.wtatennis.com/players/330162/mio-mushika",,,,"01.01.2023"
69910,,,,,,,,,"http://www.wtatennis.com/players/330186/emma-pedretti",,,,"01.01.2023"
69911,,,,,,,,,"http://www.wtatennis.com/players/330185/nicole-teodosescu",,,,"01.01.2023"
70026,,,,,,,,,"http://www.wtatennis.com/players/330195/amira-bargaoui",,,,"01.01.2023"
70028,,,,,,,,,"http://www.wtatennis.com/players/330191/katerina-petrova",,,,"01.01.2023"
70030,,,,,,,,,"http://www.wtatennis.com/players/330192/natalia-fehr",,,,"01.01.2023"
70052,,,,,,,,,"http://www.wtatennis.com/players/330190/grace-schumacher",,,,"01.01.2023"
70090,,,,,,,,,"http://www.wtatennis.com/players/330187/mia-repac",,,,"01.01.2023"
70095,,,,,,,,,"http://www.wtatennis.com/players/330202/yvette-schmucker",,,,"01.01.2023"
70098,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330197/qavia-lopez",,,,"01.01.2023"
70099,,,,,,,,,"http://www.wtatennis.com/players/330206/elena-keitt",,,,"01.01.2023"
70111,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330198/madeleine-jessup",,,,"01.01.2023"
70187,,,,,,,,,"http://www.wtatennis.com/players/330213/mihaela-tsoneva",,,,"01.01.2023"
70188,,,,,,,,,"http://www.wtatennis.com/players/330216/alara-ayaz",,,,"01.01.2023"
70190,,,,,,,,,"http://www.wtatennis.com/players/330215/briana-szabo",,,,"01.01.2023"
70191,,,,,,,,,"http://www.wtatennis.com/players/330232/sophie-greiner",,,,"01.01.2023"
70198,,,,,,,,,"http://www.wtatennis.com/players/330225/jillian-roa",,,,"01.01.2023"
70234,,,,,,,,,"http://www.wtatennis.com/players/330227/sofia-neri",,,,"01.01.2023"
70235,,,,,,,,,"http://www.wtatennis.com/players/330223/athina-pitta",,,,"01.01.2023"
70257,,,,,,,,,"http://www.wtatennis.com/players/325970/zaneta-malinovic",,,,"01.01.2023"
70258,,,,,,,,,"http://www.wtatennis.com/players/330218/elza-tomase",,,,"01.01.2023"
70291,,,,,,,,,"http://www.wtatennis.com/players/330228/tara-milic",,,,"01.01.2023"
70325,,,,,,,,,"http://www.wtatennis.com/players/330280/maria-bondarenko",,,,"01.01.2023"
70326,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330291/taylah-preston",,,,"01.01.2023"
70327,,,,"Andorra",,"Left-Handed",,,"http://www.wtatennis.com/players/330352/victoria-jimenez-kasintseva",,,,"01.01.2023"
70328,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330451/sofia-costoulas",,,,"01.01.2023"
70330,,,,,,,,,"http://www.wtatennis.com/players/330238/stefania-pantaia",,,,"01.01.2023"
70334,,,,,,,,,"http://www.wtatennis.com/players/330242/juliana-sperb",,,,"01.01.2023"
70347,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330236/tara-wurth",,,,"01.01.2023"
70408,,,,,,,,,"http://www.wtatennis.com/players/330247/pawinee-ruamrak",,,,"01.01.2023"
70409,,,,,,,,,"http://www.wtatennis.com/players/330246/pimrada-jattavapornvanit",,,,"01.01.2023"
70410,,,,,,,,,"http://www.wtatennis.com/players/330249/maria-mikhailova",,,,"01.01.2023"
70413,,,,,,,,,"http://www.wtatennis.com/players/330251/ksenia-agureeva",,,,"01.01.2023"
70415,,,,,,,,,"http://www.wtatennis.com/players/330255/cheri-darley",,,,"01.01.2023"
70416,,,,,,,,,"http://www.wtatennis.com/players/330257/maria-dzemeshkevich",,,,"01.01.2023"
70417,,,,,,,,,"http://www.wtatennis.com/players/330258/sara-dols",,,,"01.01.2023"
70418,,,,,,,,,"http://www.wtatennis.com/players/330259/isabella-barrera-aguirre",,,,"01.01.2023"
70419,,,,,,,,,"http://www.wtatennis.com/players/330260/paola-moreno-bautista",,,,"01.01.2023"
70421,,,,,,,,,"http://www.wtatennis.com/players/330248/ela-platenikova",,,,"01.01.2023"
70503,,,,,,,,,"http://www.wtatennis.com/players/330263/hagar-ramadan",,,,"01.01.2023"
70504,,,,,,,,,"http://www.wtatennis.com/players/330278/nefeli-zafeiri",,,,"01.01.2023"
70507,,,,,,,,,"http://www.wtatennis.com/players/330281/liz-badde",,,,"01.01.2023"
70512,,,,,,,,,"http://www.wtatennis.com/players/330269/catherine-aulia",,,,"01.01.2023"
70515,,,,,,,,,"http://www.wtatennis.com/players/330268/sarah-weekley",,,,"01.01.2023"
70517,,,,,,,,,"http://www.wtatennis.com/players/330272/emma-barclay",,,,"01.01.2023"
70518,,,,,,,,,"http://www.wtatennis.com/players/330271/shona-nakano",,,,"01.01.2023"
70519,,,,,,,,,"http://www.wtatennis.com/players/330265/mary-stoiana",,,,"01.01.2023"
70531,,,,,,,,,"http://www.wtatennis.com/players/330443/michaela-laki",,,,"01.01.2023"
70558,,,,,,,,,"http://www.wtatennis.com/players/330275/vivian-yang",,,,"01.01.2023"
70559,,,,,,,,,"http://www.wtatennis.com/players/330270/jade-otway",,,,"01.01.2023"
70560,,,,,,,,,"http://www.wtatennis.com/players/330274/elyse-tse",,,,"01.01.2023"
70653,,,,,,,,,"http://www.wtatennis.com/players/330293/rhea-makesar",,,,"01.01.2023"
70662,,,,,,,,,"http://www.wtatennis.com/players/330283/jasmine-conway",,,,"01.01.2023"
70663,,,,,,,,,"http://www.wtatennis.com/players/330298/dasha-plekhanova",,,,"01.01.2023"
70752,,,,,,,,,"http://www.wtatennis.com/players/330301/lily-fairclough",,,,"01.01.2023"
70753,,,,,,,,,"http://www.wtatennis.com/players/330305/zijun-jiang",,,,"01.01.2023"
70756,,,,,,,,,"http://www.wtatennis.com/players/330303/katie-codd",,,,"01.01.2023"
70832,,,,,,,,,"http://www.wtatennis.com/players/330304/eva-shaw",,,,"01.01.2023"
70845,,,,,,,,,"http://www.wtatennis.com/players/330325/janet-imbo-nloga",,,,"01.01.2023"
70847,,,,,,,,,"http://www.wtatennis.com/players/330328/shahd-habib",,,,"01.01.2023"
70849,,,,,,,,,"http://www.wtatennis.com/players/330324/samantha-imbo-nloga",,,,"01.01.2023"
70850,,,,,,,,,"http://www.wtatennis.com/players/330331/veronika-kulhava",,,,"01.01.2023"
70851,,,,,,,,,"http://www.wtatennis.com/players/330330/lucia-hanesova",,,,"01.01.2023"
70958,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330342/ela-milic",,,,"01.01.2023"
70959,,,,,,,,,"http://www.wtatennis.com/players/330343/renee-van-bommel",,,,"01.01.2023"
70961,,,,,,,,,"http://www.wtatennis.com/players/330350/tea-zivic",,,,"01.01.2023"
70966,,,,,,,,,"http://www.wtatennis.com/players/330349/paola-ueno-dalmonico",,,,"01.01.2023"
70969,,,,,,,,,"http://www.wtatennis.com/players/330346/luana-plaza-araujo",,,,"01.01.2023"
70970,,,,,,,,,"http://www.wtatennis.com/players/330337/kira-pavlova",,,,"01.01.2023"
70972,,,,,,,,,"http://www.wtatennis.com/players/330336/victoria-matasova",,,,"01.01.2023"
70974,,,,,,,,,"http://www.wtatennis.com/players/330338/elizaveta-morozova",,,,"01.01.2023"
70975,,,,,,,,,"http://www.wtatennis.com/players/330339/anastasiya-apalikhina",,,,"01.01.2023"
70983,,,,,,,,,"http://www.wtatennis.com/players/330335/anna-grigoreva",,,,"01.01.2023"
70984,,,,,,,,,"http://www.wtatennis.com/players/330340/violetta-borodina",,,,"01.01.2023"
71092,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330364/nikola-bartunkova",,,,"01.01.2023"
71093,,,,,,,,,"http://www.wtatennis.com/players/330363/barbora-palicova",,,,"01.01.2023"
71129,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330372/giorgia-pedone",,,,"01.01.2023"
71130,,,,,,,,,"http://www.wtatennis.com/players/330376/margherita-marcon",,,,"01.01.2023"
71132,,,,,,,,,"http://www.wtatennis.com/players/330380/eloise-de-mooij",,,,"01.01.2023"
71134,,,,,,,,,"http://www.wtatennis.com/players/330383/marente-sijbesma",,,,"01.01.2023"
71135,,,,,,,,,"http://www.wtatennis.com/players/330385/klara-veldman",,,,"01.01.2023"
71136,,,,,,,,,"http://www.wtatennis.com/players/330384/annika-barth",,,,"01.01.2023"
71137,,,,,,,,,"http://www.wtatennis.com/players/330378/sanne-schalekamp",,,,"01.01.2023"
71138,,,,,,,,,"http://www.wtatennis.com/players/330382/annelin-bakker",,,,"01.01.2023"
71152,,,,,,,,,"http://www.wtatennis.com/players/330377/florentine-dekkers",,,,"01.01.2023"
71163,,,,,,"Left-Handed",,,"http://www.wtatennis.com/players/330375/sara-bejlek",,,,"01.01.2023"
71167,,,,,,,,,"http://www.wtatennis.com/players/330390/iman-khan",,,,"01.01.2023"
71168,,,,,,,,,"http://www.wtatennis.com/players/330392/celine-simunyu",,,,"01.01.2023"
71169,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330389/raquel-gonzalez-vilar",,,,"01.01.2023"
71170,,,,,,,,,"http://www.wtatennis.com/players/330393/victoria-gomez",,,,"01.01.2023"
71171,,,,,,,,,"http://www.wtatennis.com/players/330388/elizabeth-jurna",,,,"01.01.2023"
71172,,,,,,,,,"http://www.wtatennis.com/players/330391/didi-bredberg-canizares",,,,"01.01.2023"
71179,,,,,,,,,"http://www.wtatennis.com/players/330374/petja-drame",,,,"01.01.2023"
71213,,,,,,,,,"http://www.wtatennis.com/players/330398/tara-gorinsek",,,,"01.01.2023"
71214,,,,,,,,,"http://www.wtatennis.com/players/330395/tjasa-klevisar",,,,"01.01.2023"
71233,,,,,,,,,"http://www.wtatennis.com/players/330407/astrid-cirotte",,,,"01.01.2023"
71234,,,,,,,,,"http://www.wtatennis.com/players/330410/maelie-monfils",,,,"01.01.2023"
71235,,,,,,,,,"http://www.wtatennis.com/players/330408/chloe-noel",,,,"01.01.2023"
71238,,,,,,,,,"http://www.wtatennis.com/players/330405/ralitsa-alexandrova",,,,"01.01.2023"
71293,,,,,,,,,"http://www.wtatennis.com/players/330421/amelie-smejkalova",,,,"01.01.2023"
71294,,,,,,,,,"http://www.wtatennis.com/players/330419/tereza-dejnozkova",,,,"01.01.2023"
71295,,,,,,,,,"http://www.wtatennis.com/players/330418/caroline-vernet",,,,"01.01.2023"
71302,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330420/federica-urgesi",,,,"01.01.2023"
71303,,,,,,,,,"http://www.wtatennis.com/players/330412/clarine-lerby",,,,"01.01.2023"
71304,,,,,,,,,"http://www.wtatennis.com/players/330413/milla-sequeira",,,,"01.01.2023"
71305,,,,,,,,,"http://www.wtatennis.com/players/330415/fernanda-rain-contreras",,,,"01.01.2023"
71307,,,,,,,,,"http://www.wtatennis.com/players/330417/lucia-krivosudska",,,,"01.01.2023"
71369,,,,,,,,,"http://www.wtatennis.com/players/330428/ghalia-guizani",,,,"01.01.2023"
71370,,,,,,,,,"http://www.wtatennis.com/players/330429/xenia-bandurowska",,,,"01.01.2023"
71434,,,,,,,,,"http://www.wtatennis.com/players/330431/rina-hosni",,,,"01.01.2023"
71436,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/331545/brenda-fruhvirtova",,,,"01.01.2023"
71437,,,,,,,,,"http://www.wtatennis.com/players/330466/polina-iatcenko",,,,"01.01.2023"
71438,,,,,,,,,"http://www.wtatennis.com/players/331305/ana-candiotto",,,,"01.01.2023"
71439,,,,,,,,,"http://www.wtatennis.com/players/330506/sarah-iliev",,,,"01.01.2023"
71462,,,,,,,,,"http://www.wtatennis.com/players/330432/cadence-brace",,,,"01.01.2023"
71471,,,,,,,,,"http://www.wtatennis.com/players/330433/alice-benvegnu",,,,"01.01.2023"
71489,,,,,,,,,"http://www.wtatennis.com/players/330436/dalia-sherif",,,,"01.01.2023"
71514,,,,,,,,,"http://www.wtatennis.com/players/330437/nikol-palecek",,,,"01.01.2023"
71535,,,,,,,,,"http://www.wtatennis.com/players/330441/ceylin-ipek",,,,"01.01.2023"
71537,,,,,,,,,"http://www.wtatennis.com/players/330461/carmen-juan-bru",,,,"01.01.2023"
71548,,,,,,,,,"http://www.wtatennis.com/players/330445/chahd-berriri",,,,"01.01.2023"
71549,,,,,,,,,"http://www.wtatennis.com/players/330453/victoria-lazarova",,,,"01.01.2023"
71550,,,,,,,,,"http://www.wtatennis.com/players/330447/andreea-lila",,,,"01.01.2023"
71552,,,,,,,,,"http://www.wtatennis.com/players/330449/emma-valletta",,,,"01.01.2023"
71553,,,,,,,,,"http://www.wtatennis.com/players/330448/katerina-dimitrova",,,,"01.01.2023"
71554,,,,,,,,,"http://www.wtatennis.com/players/330450/darya-velikova",,,,"01.01.2023"
71581,,,,,,,,,"http://www.wtatennis.com/players/330442/anca-todoni",,,,"01.01.2023"
71645,,,,,,,,,"http://www.wtatennis.com/players/330470/eva-alvarez-sande",,,,"01.01.2023"
71646,,,,,,,,,"http://www.wtatennis.com/players/330471/denise-valente",,,,"01.01.2023"
71647,,,,,,,,,"http://www.wtatennis.com/players/330472/greta-schieroni",,,,"01.01.2023"
71701,,,,,,,,,"http://www.wtatennis.com/players/330474/brooklyn-olson",,,,"01.01.2023"
71736,,,,,,,,,"http://www.wtatennis.com/players/330479/ellie-logotheti",,,,"01.01.2023"
71737,,,,,,,,,"http://www.wtatennis.com/players/330480/theodora-xantava",,,,"01.01.2023"
71739,,,,,,,,,"http://www.wtatennis.com/players/330476/klaudija-bubelyte",,,,"01.01.2023"
71740,,,,,,,,,"http://www.wtatennis.com/players/330478/anastasiya-kuparev",,,,"01.01.2023"
71741,,,,,,,,,"http://www.wtatennis.com/players/330477/elisabeth-iila",,,,"01.01.2023"
71777,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330483/aya-el-aouni",,,,"01.01.2023"
71779,,,,,,,,,"http://www.wtatennis.com/players/330487/mariam-eltaweel",,,,"01.01.2023"
71780,,,,,,,,,"http://www.wtatennis.com/players/330484/nouray-metwally",,,,"01.01.2023"
71783,,,,,,,,,"http://www.wtatennis.com/players/330485/leena-metwally",,,,"01.01.2023"
71827,,,,,,,,,"http://www.wtatennis.com/players/330494/smriti-bhasin",,,,"01.01.2023"
71828,,,,,,,,,"http://www.wtatennis.com/players/330495/aglaya-zaynieva",,,,"01.01.2023"
71830,,,,,,,,,"http://www.wtatennis.com/players/330499/lucia-peyre",,,,"01.01.2023"
71833,,,,,,,,,"http://www.wtatennis.com/players/330498/duru-soke",,,,"01.01.2023"
71869,,,,,,,,,"http://www.wtatennis.com/players/330512/maria-garcia-cid",,,,"01.01.2023"
71870,,,,,,,,,"http://www.wtatennis.com/players/330514/claudia-martinez-de-velasco",,,,"01.01.2023"
71873,,,,,,,,,"http://www.wtatennis.com/players/330508/carmen-lopez-martinez",,,,"01.01.2023"
71879,,,,,,,,,"http://www.wtatennis.com/players/330500/viktoria-veleva",,,,"01.01.2023"
71881,,,,,,,,,"http://www.wtatennis.com/players/330505/lina-hachem",,,,"01.01.2023"
71930,,,,,,,,,"http://www.wtatennis.com/players/330518/laura-vasilescu",,,,"01.01.2023"
71933,,,,,,,,,"http://www.wtatennis.com/players/330517/alessandra-teodosescu",,,,"01.01.2023"
71955,,,,,,,,,"http://www.wtatennis.com/players/330522/selya-rakki",,,,"01.01.2023"
71956,,,,,,,,,"http://www.wtatennis.com/players/330521/charlotte-gisclon",,,,"01.01.2023"
71958,,,,,,,,,"http://www.wtatennis.com/players/330525/elif-gunal",,,,"01.01.2023"
71959,,,,,,,,,"http://www.wtatennis.com/players/330524/dilara-okur",,,,"01.01.2023"
71978,,,,,,,,,"http://www.wtatennis.com/players/330530/hermine-brembt",,,,"01.01.2023"
71981,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330527/amelie-van-impe",,,,"01.01.2023"
71982,,,,,,,,,"http://www.wtatennis.com/players/330526/tilwith-di-girolami",,,,"01.01.2023"
71992,,,,,,,,,"http://www.wtatennis.com/players/330532/adele-burato",,,,"01.01.2023"
71995,,,,,,,,,"http://www.wtatennis.com/players/330531/elena-grekul",,,,"01.01.2023"
71996,,,,,,,,,"http://www.wtatennis.com/players/330533/jermine-sherif",,,,"01.01.2023"
71999,,,,,,,,,"http://www.wtatennis.com/players/330541/nelly-knezkova",,,,"01.01.2023"
72003,,,,,,,,,"http://www.wtatennis.com/players/330539/hanna-bougouffa",,,,"01.01.2023"
72054,,,,,,,,,"http://www.wtatennis.com/players/317112/mai-el-kamash",,,,"01.01.2023"
72056,,,,,,,,,"http://www.wtatennis.com/players/330550/viola-turini",,,,"01.01.2023"
72061,,,,,,,,,"http://www.wtatennis.com/players/330555/lidiia-rasskovskaia",,,,"01.01.2023"
72063,,,,,,,,,"http://www.wtatennis.com/players/330545/jade-marie",,,,"01.01.2023"
72064,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/330548/ella-seidel",,,,"01.01.2023"
72065,,,,,,"Left-Handed",,,"http://www.wtatennis.com/players/330547/carolina-kuhl",,,,"01.01.2023"
72066,,,,,,,,,"http://www.wtatennis.com/players/330546/souhila-aouni",,,,"01.01.2023"
72112,,,,,,,,,"http://www.wtatennis.com/players/330564/layla-shoukry",,,,"01.01.2023"
72113,,,,,,,,,"http://www.wtatennis.com/players/330565/habiba-el_anany",,,,"01.01.2023"
72114,,,,,,,,,"http://www.wtatennis.com/players/330566/rawan-ahmed",,,,"01.01.2023"
72115,,,,,,,,,"http://www.wtatennis.com/players/330563/naroa-aranzabal",,,,"01.01.2023"
